Incident_StartDate,YEAR,MONTH,DAY,WEEKDAY,WEEK,X,Y,ONS_Neighbourhood_2019,LAT,LNG
2018-08-23,2018,8,23,Thursday,34,367424.7041,5031354.577,Centretown,45.415339,-75.696404
2018-11-08,2018,11,8,Thursday,45,368036.5712,5031417.396000001,Centretown,45.415339,-75.696404
2018-11-09,2018,11,9,Friday,45,367221.703,5031319.576,Centretown,45.415339,-75.696404
2018-11-08,2018,11,8,Thursday,45,368226.706,5031437.576,Centretown,45.415339,-75.696404
2018-11-08,2018,11,8,Thursday,45,367833.7049,5031386.576,Centretown,45.415339,-75.696404
2018-11-11,2018,11,11,Sunday,45,367034.703,5030997.574,Centretown,45.415339,-75.696404
2018-12-17,2018,12,17,Monday,51,368501.3967,5030658.909,Centretown,45.415339,-75.696404
2018-12-18,2018,12,18,Tuesday,51,367659.706,5030598.569,Centretown,45.415339,-75.696404
2018-12-10,2018,12,10,Monday,50,367915.706,5031251.575,Centretown,45.415339,-75.696404
2018-11-30,2018,11,30,Friday,48,367828.7071,5030323.567,Centretown,45.415339,-75.696404
2018-12-31,2018,12,31,Monday,1,367808.7049,5031085.574,Centretown,45.415339,-75.696404
2019-02-15,2019,2,15,Friday,7,367179.703,5031386.577,Centretown,45.415339,-75.696404
2019-03-15,2019,3,15,Friday,11,367221.703,5031319.576,Centretown,45.415339,-75.696404
2019-01-15,2019,1,15,Tuesday,3,368161.7071,5030858.571,Centretown,45.415339,-75.696404
2019-04-16,2019,4,16,Tuesday,16,367261.703,5031252.576,Centretown,45.415339,-75.696404
2019-04-18,2019,4,18,Thursday,16,368468.7079,5031045.573,Centretown,45.415339,-75.696404
2019-04-22,2019,4,22,Monday,17,368270.7071,5031364.576,Centretown,45.415339,-75.696404
2019-04-23,2019,4,23,Tuesday,17,367828.7071,5030323.567,Centretown,45.415339,-75.696404
2019-04-23,2019,4,23,Tuesday,17,367691.7041,5031613.579,Centretown,45.415339,-75.696404
2019-04-24,2019,4,24,Wednesday,17,367179.703,5031386.577,Centretown,45.415339,-75.696404
2019-04-25,2019,4,25,Thursday,17,367115.703,5030862.572,Centretown,45.415339,-75.696404
2019-04-23,2019,4,23,Tuesday,17,367115.703,5030862.572,Centretown,45.415339,-75.696404
2019-05-04,2019,5,4,Saturday,18,368226.706,5031437.576,Centretown,45.415339,-75.696404
2019-04-30,2019,4,30,Tuesday,18,367424.7041,5031354.577,Centretown,45.415339,-75.696404
2019-05-05,2019,5,5,Sunday,18,368230.7079,5030750.57,Centretown,45.415339,-75.696404
2019-05-05,2019,5,5,Sunday,18,367562.6329,5030836.214,Centretown,45.415339,-75.696404
2019-05-06,2019,5,6,Monday,19,367333.7049,5030501.569,Centretown,45.415339,-75.696404
2019-05-12,2019,5,12,Sunday,19,368051.7071,5030697.57,Centretown,45.415339,-75.696404
2019-05-13,2019,5,13,Monday,20,367343.703,5031489.578,Centretown,45.415339,-75.696404
2019-05-14,2019,5,14,Tuesday,20,367321.7041,5030792.571,Centretown,45.415339,-75.696404
2019-05-14,2019,5,14,Tuesday,20,367398.7041,5031029.574,Centretown,45.415339,-75.696404
2019-05-16,2019,5,16,Thursday,20,368552.709,5030577.568,Centretown,45.415339,-75.696404
2019-05-18,2019,5,18,Saturday,20,368226.706,5031437.576,Centretown,45.415339,-75.696404
2019-05-26,2019,5,26,Sunday,21,367139.7019,5031455.578,Centretown,45.415339,-75.696404
2019-04-07,2019,4,7,Sunday,14,368226.706,5031437.576,Centretown,45.415339,-75.696404
2019-05-27,2019,5,27,Monday,22,367648.7049,5030990.573,Centretown,45.415339,-75.696404
2019-05-29,2019,5,29,Wednesday,22,367538.7041,5031520.578,Centretown,45.415339,-75.696404
2019-05-27,2019,5,27,Monday,22,367301.703,5031556.579,Centretown,45.415339,-75.696404
2019-05-29,2019,5,29,Wednesday,22,367261.703,5031252.576,Centretown,45.415339,-75.696404
2019-06-03,2019,6,3,Monday,23,367385.703,5031423.577,Centretown,45.415339,-75.696404
2019-06-03,2019,6,3,Monday,23,367316.703,5031164.575,Centretown,45.415339,-75.696404
2019-06-04,2019,6,4,Tuesday,23,367179.703,5031386.577,Centretown,45.415339,-75.696404
2019-05-20,2019,5,20,Monday,21,368074.706,5031345.576,Centretown,45.415339,-75.696404
2019-06-03,2019,6,3,Monday,23,367333.7049,5030501.569,Centretown,45.415339,-75.696404
2019-06-06,2019,6,6,Thursday,23,367648.7049,5030990.573,Centretown,45.415339,-75.696404
2019-06-04,2019,6,4,Tuesday,23,367369.7049,5030140.566000001,Centretown,45.415339,-75.696404
2019-05-07,2019,5,7,Tuesday,19,366978.18299999996,5030797.697,Centretown,45.415339,-75.696404
2019-06-05,2019,6,5,Wednesday,23,367424.7041,5031354.577,Centretown,45.415339,-75.696404
2019-05-26,2019,5,26,Sunday,21,367156.703,5030794.572,Centretown,45.415339,-75.696404
2019-06-10,2019,6,10,Monday,24,367316.703,5031164.575,Centretown,45.415339,-75.696404
2019-06-10,2019,6,10,Monday,24,367261.703,5031252.576,Centretown,45.415339,-75.696404
2019-06-10,2019,6,10,Monday,24,367868.7071,5030257.566000001,Centretown,45.415339,-75.696404
2019-06-11,2019,6,11,Tuesday,24,367354.706,5029855.563,Centretown,45.415339,-75.696404
2019-06-11,2019,6,11,Tuesday,24,367579.7041,5031450.577,Centretown,45.415339,-75.696404
2019-06-11,2019,6,11,Tuesday,24,367316.703,5031164.575,Centretown,45.415339,-75.696404
2019-06-12,2019,6,12,Wednesday,24,367316.703,5031164.575,Centretown,45.415339,-75.696404
2019-06-12,2019,6,12,Wednesday,24,367810.5515,5031794.154,Centretown,45.415339,-75.696404
2019-06-12,2019,6,12,Wednesday,24,367316.703,5031164.575,Centretown,45.415339,-75.696404
2019-06-12,2019,6,12,Wednesday,24,367139.7019,5031455.578,Centretown,45.415339,-75.696404
2019-05-04,2019,5,4,Saturday,18,368270.7071,5031364.576,Centretown,45.415339,-75.696404
2019-06-17,2019,6,17,Monday,25,367343.703,5031489.578,Centretown,45.415339,-75.696404
2019-06-16,2019,6,16,Sunday,24,367664.7041,5031877.581,Centretown,45.415339,-75.696404
2019-06-17,2019,6,17,Monday,25,367648.7049,5030990.573,Centretown,45.415339,-75.696404
2019-06-18,2019,6,18,Tuesday,25,367664.7041,5031877.581,Centretown,45.415339,-75.696404
2019-06-05,2019,6,5,Wednesday,23,366979.9412,5031354.328,Centretown,45.415339,-75.696404
2019-06-19,2019,6,19,Wednesday,25,367491.706,5029937.563999999,Centretown,45.415339,-75.696404
2019-06-08,2019,6,8,Saturday,23,367828.7071,5030323.567,Centretown,45.415339,-75.696404
2019-06-23,2019,6,23,Sunday,25,368184.7079,5030485.568,Centretown,45.415339,-75.696404
2019-06-15,2019,6,15,Saturday,24,367343.703,5031489.578,Centretown,45.415339,-75.696404
2019-06-21,2019,6,21,Friday,25,367943.706,5030868.572,Centretown,45.415339,-75.696404
2019-06-22,2019,6,22,Saturday,25,368226.706,5031437.576,Centretown,45.415339,-75.696404
2019-06-23,2019,6,23,Sunday,25,367467.766,5030981.754,Centretown,45.415339,-75.696404
2019-06-24,2019,6,24,Monday,26,367792.7049,5031451.577,Centretown,45.415339,-75.696404
2019-06-24,2019,6,24,Monday,26,367034.703,5030997.574,Centretown,45.415339,-75.696404
2019-06-22,2019,6,22,Saturday,25,368552.709,5030577.568,Centretown,45.415339,-75.696404
2019-06-24,2019,6,24,Monday,26,368051.7071,5030697.57,Centretown,45.415339,-75.696404
2019-06-23,2019,6,23,Sunday,25,367467.766,5030981.754,Centretown,45.415339,-75.696404
2019-06-25,2019,6,25,Tuesday,26,366979.9412,5031354.328,Centretown,45.415339,-75.696404
2019-06-25,2019,6,25,Tuesday,26,367615.7049,5030672.57,Centretown,45.415339,-75.696404
2019-06-26,2019,6,26,Wednesday,26,367810.5515,5031794.154,Centretown,45.415339,-75.696404
2019-06-26,2019,6,26,Wednesday,26,368270.7071,5031364.576,Centretown,45.415339,-75.696404
2019-06-26,2019,6,26,Wednesday,26,367874.7049,5031319.576,Centretown,45.415339,-75.696404
2019-06-27,2019,6,27,Thursday,26,368010.706,5031104.574,Centretown,45.415339,-75.696404
2019-06-26,2019,6,26,Wednesday,26,366979.9412,5031354.328,Centretown,45.415339,-75.696404
2019-06-14,2019,6,14,Friday,24,367467.766,5030981.754,Centretown,45.415339,-75.696404
2019-06-23,2019,6,23,Sunday,25,368208.7071,5031126.574,Centretown,45.415339,-75.696404
2019-06-29,2019,6,29,Saturday,26,367868.7071,5030257.566000001,Centretown,45.415339,-75.696404
2019-06-29,2019,6,29,Saturday,26,366979.9412,5031354.328,Centretown,45.415339,-75.696404
2019-07-01,2019,7,1,Monday,27,366978.18299999996,5030797.697,Centretown,45.415339,-75.696404
2019-07-01,2019,7,1,Monday,27,366933.4932,5031423.216,Centretown,45.415339,-75.696404
2019-06-30,2019,6,30,Sunday,26,367572.7049,5030742.571,Centretown,45.415339,-75.696404
2019-07-01,2019,7,1,Monday,27,368109.57899999997,5031644.603999999,Centretown,45.415339,-75.696404
2019-06-25,2019,6,25,Tuesday,26,367153.703,5031068.574,Centretown,45.415339,-75.696404
2019-07-02,2019,7,2,Tuesday,27,367221.703,5031319.576,Centretown,45.415339,-75.696404
2019-07-02,2019,7,2,Tuesday,27,367648.7041,5031680.579,Centretown,45.415339,-75.696404
2019-07-05,2019,7,5,Friday,27,367248.6381,5030647.193,Centretown,45.415339,-75.696404
2019-07-06,2019,7,6,Saturday,27,367949.305,5030488.615,Centretown,45.415339,-75.696404
2019-07-08,2019,7,8,Monday,28,367664.706,5030226.566000001,Centretown,45.415339,-75.696404
2019-07-08,2019,7,8,Monday,28,367874.7049,5031319.576,Centretown,45.415339,-75.696404
2019-07-08,2019,7,8,Monday,28,367221.703,5031319.576,Centretown,45.415339,-75.696404
2019-07-09,2019,7,9,Tuesday,28,368164.7071,5031198.574,Centretown,45.415339,-75.696404
2019-06-24,2019,6,24,Monday,26,367333.7049,5030501.569,Centretown,45.415339,-75.696404
2019-07-09,2019,7,9,Tuesday,28,366983.7019,5031078.574,Centretown,45.415339,-75.696404
2019-07-10,2019,7,10,Wednesday,28,367301.703,5031556.579,Centretown,45.415339,-75.696404
2019-07-10,2019,7,10,Wednesday,28,367996.7831,5031477.508,Centretown,45.415339,-75.696404
2019-07-10,2019,7,10,Wednesday,28,367691.7041,5031613.579,Centretown,45.415339,-75.696404
2019-07-10,2019,7,10,Wednesday,28,367139.7019,5031455.578,Centretown,45.415339,-75.696404
2019-07-10,2019,7,10,Wednesday,28,367497.703,5031585.579,Centretown,45.415339,-75.696404
